0.07	0.5	0.8625
0.07	0.6	0.8084
0.07	0.7	0.7466
0.07	0.8	0.6778
0.07	0.9	0.6028
0.07	1.0	0.5222
0.07	1.1	0.4370
0.07	1.2	0.3481
0.07	1.3	0.2563
0.07	1.4	0.1626
0.07	1.5	0.0680
0.07	1.6	-0.0267
0.07	1.7	-0.1204
0.07	1.8	-0.2123
0.07	1.9	-0.3015
0.07	2.0	-0.3870
0.07	2.1	-0.4680
0.07	2.2	-0.5439
0.07	2.3	-0.6138
0.07	2.4	-0.6771
0.07	2.5	-0.7332
0.07	2.6	-0.7816
0.07	2.7	-0.8219
0.07	2.8	-0.8537
0.07	2.9	-0.8769
0.07	3.0	-0.8911
0.07	3.1	-0.8963
0.07	3.2	-0.8926
0.07	3.3	-0.8800
0.07	3.4	-0.8588
0.07	3.5	-0.8292
0.07	3.6	-0.7915
0.07	3.7	-0.7461
0.07	3.8	-0.6937
0.07	3.9	-0.6347
0.07	4.0	-0.5699
0.07	4.1	-0.4998
0.07	4.2	-0.4252
0.07	4.3	-0.3469
0.07	4.4	-0.2657
0.07	4.5	-0.1824
0.07	4.6	-0.0979
0.07	4.7	-0.0130
0.07	4.8	0.0715
0.07	4.9	0.1546
0.07	5.0	0.2357
0.07	5.1	0.3138
0.07	5.2	0.3882
0.07	5.3	0.4583
0.07	5.4	0.5233
0.07	5.5	0.5826
0.07	5.6	0.6357
0.07	5.7	0.6822
0.07	5.8	0.7215
0.07	5.9	0.7533
0.07	6.0	0.7775
0.07	6.1	0.7937
0.07	6.2	0.8019
0.07	6.3	0.8021
0.07	6.4	0.7942
0.07	6.5	0.7786
0.07	6.6	0.7552
0.07	6.7	0.7246
0.07	6.8	0.6869
0.07	6.9	0.6426
0.07	7.0	0.5923
0.07	7.1	0.5364
0.07	7.2	0.4756
0.07	7.3	0.4104
0.07	7.4	0.3416
0.07	7.5	0.2699
0.07	7.6	0.1960
0.07	7.7	0.1207
0.07	7.8	0.0447
0.07	7.9	-0.0312
0.07	8.0	-0.1063
0.07	8.1	-0.1798
0.07	8.2	-0.2510
0.07	8.3	-0.3192
0.07	8.4	-0.3837
0.07	8.5	-0.4440
0.07	8.6	-0.4994
0.07	8.7	-0.5495
0.07	8.8	-0.5938
0.07	8.9	-0.6318
0.07	9.0	-0.6633
0.07	9.1	-0.6879
0.07	9.2	-0.7055
0.07	9.3	-0.7160
0.07	9.4	-0.7193
0.07	9.5	-0.7154
0.07	9.6	-0.7044
0.07	9.7	-0.6865
0.07	9.8	-0.6618
0.07	9.9	-0.6308
0.07	10.0	-0.5936
0.08	0.0	1.0000
0.08	0.1	0.9910
0.08	0.2	0.9723
0.08	0.3	0.9440
0.08	0.4	0.9066
0.08	0.5	0.8604
0.08	0.6	0.8060
0.08	0.7	0.7441
0.08	0.8	0.6752
0.08	0.9	0.6002
0.08	1.0	0.5198
0.08	1.1	0.4348
0.08	1.2	0.3462
0.08	1.3	0.2549
0.08	1.4	0.1618
0.08	1.5	0.0677
0.08	1.6	-0.0262
0.08	1.7	-0.1191
0.08	1.8	-0.2101
0.08	1.9	-0.2983
0.08	2.0	-0.3828
0.08	2.1	-0.4628
0.08	2.2	-0.5376
0.08	2.3	-0.6065
0.08	2.4	-0.6687
0.08	2.5	-0.7238
0.08	2.6	-0.7713
0.08	2.7	-0.8107
0.08	2.8	-0.8417
0.08	2.9	-0.8641
0.08	3.0	-0.8777
0.08	3.1	-0.8825
0.08	3.2	-0.8785
0.08	3.3	-0.8657
0.08	3.4	-0.8445
0.08	3.5	-0.8150
0.08	3.6	-0.7776
0.08	3.7	-0.7328
0.08	3.8	-0.6810
0.08	3.9	-0.6229
0.08	4.0	-0.5591
0.08	4.1	-0.4902
0.08	4.2	-0.4169
0.08	4.3	-0.3401
0.08	4.4	-0.2605
0.08	4.5	-0.1790
0.08	4.6	-0.0963
0.08	4.7	-0.0134
0.08	4.8	0.0691
0.08	4.9	0.1501
0.08	5.0	0.2291
0.08	5.1	0.3051
0.08	5.2	0.3775
0.08	5.3	0.4456
0.08	5.4	0.5087
0.08	5.5	0.5662
0.08	5.6	0.6177
0.08	5.7	0.6625
0.08	5.8	0.7005
0.08	5.9	0.7311
0.08	6.0	0.7542
0.08	6.1	0.7697
0.08	6.2	0.7773
0.08	6.3	0.7772
0.08	6.4	0.7693
0.08	6.5	0.7539
0.08	6.6	0.7310
0.08	6.7	0.7011
0.08	6.8	0.6644
